Time (msec),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),Ignition Total Timing (degrees),Intake Air Temperature (F),Intake VVT Advance Angle Left (degrees),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
14124,2.00,4388,0.00,0.00,11.21,18.00,73,22,8.56,3.64,100.00,100.00,11.40
14177,2.02,4388,0.00,0.00,11.28,17.50,73,21,9.14,3.66,100.00,100.00,11.40
14230,2.03,4398,0.00,0.00,11.25,17.50,73,21,9.14,3.66,100.00,100.00,11.40
14282,2.04,4396,0.00,0.00,11.23,17.50,73,21,9.58,3.66,100.00,100.00,10.60
14334,2.06,4446,0.00,0.00,11.15,17.50,73,20,10.16,3.70,100.00,100.00,10.60
14388,2.08,4459,0.00,0.00,11.11,17.50,73,20,10.59,3.74,100.00,100.00,10.60
14439,2.09,4459,0.00,0.00,11.14,17.50,73,19,11.03,3.74,100.00,100.00,10.80
14493,2.10,4496,0.00,0.00,11.18,17.50,73,19,11.03,3.74,100.00,100.00,10.80
14545,2.11,4520,0.00,0.00,11.17,17.50,73,19,11.46,3.78,100.00,100.00,10.80
14597,2.12,4556,0.00,0.00,11.18,17.50,73,19,11.75,3.78,100.00,100.00,11.10
14650,2.13,4593,0.00,0.00,11.08,17.50,73,19,11.90,3.82,100.00,100.00,11.10
14703,2.13,4593,0.00,0.00,11.15,17.50,73,18,12.19,3.84,100.00,100.00,11.10
14756,2.15,4621,0.00,0.00,11.05,17.50,73,18,12.19,3.84,100.00,100.00,11.20
14808,2.15,4646,0.00,0.00,11.14,17.50,73,18,12.48,3.84,100.00,100.00,11.20
14861,2.15,4699,0.00,0.00,11.14,17.50,73,18,12.62,3.86,100.00,100.00,11.20
14913,2.17,4723,0.00,0.00,10.99,17.50,73,17,12.77,3.88,100.00,100.00,11.20
14967,2.18,4723,0.00,0.00,11.12,17.50,73,17,12.77,3.92,100.00,100.00,11.20
15019,2.18,4746,0.00,0.00,11.11,17.50,73,18,12.91,3.92,100.00,100.00,11.20
15071,2.18,4756,0.00,0.00,11.20,17.50,73,17,12.91,3.88,100.00,100.00,11.30
15124,2.18,4836,0.00,0.00,11.11,17.50,73,17,13.06,3.92,100.00,100.00,11.30
15177,2.19,4836,0.00,0.00,11.10,17.50,73,17,13.06,3.90,100.00,100.00,11.30
15230,2.18,4826,0.00,0.00,11.14,17.50,73,17,13.06,3.90,100.00,100.00,11.20
15284,2.19,4879,0.00,0.00,11.07,17.50,73,16,13.06,3.92,100.00,100.00,11.20
15335,2.20,4928,0.00,0.00,11.11,17.50,73,16,13.06,3.94,100.00,100.00,11.20
15390,2.21,4928,0.00,0.00,11.07,17.50,73,15,13.06,3.94,100.00,100.00,11.30
15440,2.19,4967,0.00,0.00,11.15,17.50,73,15,13.06,3.94,100.00,100.00,11.30
15493,2.21,4967,0.00,0.00,10.96,17.50,73,15,13.06,3.96,100.00,100.00,11.30
15545,2.21,4993,0.00,0.00,11.09,17.50,73,15,13.06,3.94,100.00,100.00,11.30
15598,2.21,4993,0.00,0.00,11.15,17.50,73,14,12.91,3.96,100.00,100.00,11.30
15651,2.20,5044,0.00,0.00,11.24,17.50,73,14,12.91,3.96,100.00,100.00,11.30
15704,2.23,5057,0.00,0.00,11.10,17.50,73,14,13.06,3.98,100.00,100.00,11.00
15756,2.20,5109,0.00,0.00,11.03,17.50,73,13,12.91,3.98,100.00,100.00,11.00
15808,2.24,5109,0.00,0.00,11.01,17.50,73,13,12.77,3.98,100.00,100.00,11.00
15862,2.24,5130,0.00,0.00,11.12,17.50,73,13,12.77,3.98,100.00,100.00,11.20
15914,2.24,5194,0.00,0.00,11.03,17.00,73,13,12.77,4.02,100.00,100.00,11.20
15967,2.26,5208,0.00,0.00,11.02,17.00,73,13,12.77,4.02,100.00,92.94,11.20
16020,2.10,5208,0.00,0.00,11.63,17.00,73,13,12.77,4.02,100.00,35.69,11.00
16072,1.44,5267,0.00,0.00,13.01,17.50,73,12,10.88,3.90,5.49,0.00,11.00
16124,0.99,4990,0.00,0.00,18.21,28.00,73,12,-3.63,2.70,0.00,0.00,11.00
16178,0.74,4990,0.00,0.00,14.47,28.00,73,12,-3.63,2.18,0.00,0.00,11.20
16230,0.70,5186,0.00,0.00,12.20,28.00,73,8,-6.53,2.18,0.00,0.00,11.20
16282,0.63,5342,0.00,0.00,13.07,28.00,73,6,-7.98,2.84,0.00,0.00,11.20
16335,0.50,5342,0.00,0.00,15.60,28.00,73,6,-7.98,2.84,0.00,0.00,12.40
16388,0.52,5078,0.00,0.00,14.36,28.00,73,4,-8.42,2.92,0.00,0.00,12.40
16441,0.56,5123,0.00,0.00,12.14,28.00,73,2,-8.56,2.90,0.00,0.00,12.40
16492,0.51,5123,0.00,0.00,14.44,28.00,73,2,-8.56,2.90,0.00,0.00,14.20
16545,0.43,5289,0.00,0.00,16.51,28.00,73,2,-8.85,2.42,0.00,0.00,14.20
16599,0.37,5289,0.00,0.00,14.88,28.00,73,2,-9.00,2.08,0.00,0.00,14.20
16651,0.40,5105,0.00,0.00,12.93,28.00,73,2,-9.00,2.08,0.00,0.00,18.50
16703,0.41,5151,0.00,0.00,11.77,28.00,73,2,-9.29,2.22,0.00,0.00,18.50
16755,0.42,5151,0.00,0.00,15.08,28.00,73,2,-9.29,2.58,0.00,0.00,18.50
16808,0.37,5172,0.00,0.00,16.73,28.00,73,2,-9.29,2.58,0.00,0.00,18.50
16861,0.32,5102,0.00,0.00,15.99,28.00,73,2,-9.29,2.22,0.00,0.00,18.50
16914,0.29,5102,0.00,0.00,15.80,28.00,73,2,-9.43,2.00,0.00,0.00,18.50
16966,0.30,5151,0.00,0.00,14.24,28.00,73,2,-9.43,2.00,0.00,0.00,18.50
17019,0.32,5081,0.00,0.00,12.07,28.00,73,2,-9.43,2.30,0.00,0.00,18.50
17072,0.32,5081,0.00,0.00,13.65,28.00,73,2,-9.43,2.34,0.00,0.00,18.50
17124,0.31,5116,0.00,0.00,15.78,28.00,73,2,-9.43,2.34,0.00,0.00,18.50
17176,0.27,5071,0.00,0.00,16.46,28.00,73,2,-9.43,1.88,0.00,0.00,18.50
17228,0.26,5071,0.00,0.00,16.10,28.00,73,2,-9.43,2.14,0.00,0.00,18.50
17281,0.24,5071,0.00,0.00,15.46,28.00,73,2,-9.58,2.14,0.00,0.00,18.50
17334,0.24,5044,0.00,0.00,14.70,28.00,73,2,-9.87,2.26,0.00,0.00,18.50
17386,0.25,5044,0.00,0.00,12.24,28.00,73,2,-10.45,2.08,0.00,0.00,18.50
17438,0.26,5020,0.00,0.00,13.41,28.00,73,2,-10.45,2.08,0.00,0.00,18.50
17491,0.25,4980,0.00,0.00,15.16,28.00,73,2,-9.72,1.72,0.00,0.00,18.50
17544,0.23,4980,0.00,0.00,15.43,28.00,73,2,-9.72,2.12,0.00,0.00,18.50
17596,0.24,4973,0.00,0.00,14.93,28.00,73,2,-9.72,2.12,0.00,0.00,18.50
17648,0.25,4928,0.00,0.00,14.70,28.00,73,2,-9.58,2.12,0.00,0.00,18.50
17701,0.25,4905,0.00,0.00,14.70,28.00,73,2,-9.58,2.10,0.00,0.00,18.50
17754,0.25,4905,0.00,0.00,14.70,28.00,73,2,-9.58,2.10,0.00,0.00,18.50
17806,0.25,4883,0.00,0.00,14.70,28.00,73,2,-9.58,2.10,0.00,0.00,18.50
17858,0.26,4883,0.00,0.00,14.70,28.00,73,2,-9.58,2.10,0.00,0.00,18.50
17912,0.26,4838,0.00,0.00,14.70,28.00,73,2,-9.58,2.08,0.00,0.00,18.50
17964,0.26,4838,0.00,0.00,14.70,28.00,75,2,-9.58,2.10,0.00,0.00,18.50
18018,0.26,4801,0.00,0.00,14.70,28.00,75,2,-9.58,2.10,0.00,0.00,18.50
18069,0.26,4801,0.00,0.00,14.70,28.00,75,2,-9.58,2.10,0.00,0.00,18.50
18122,0.26,4750,0.00,0.00,14.70,28.00,75,2,-9.58,2.10,0.00,0.00,18.50
18175,0.26,4750,0.00,0.00,14.70,28.00,75,2,-9.58,2.08,0.00,0.00,18.50
18227,0.26,4732,0.00,0.00,14.70,28.00,75,2,-9.58,2.08,0.00,0.00,18.50
18279,0.26,4646,0.00,0.00,14.70,28.00,75,2,-9.58,2.08,0.00,0.00,18.50
18332,0.26,4534,0.00,0.00,14.70,28.00,75,2,-9.43,2.08,0.00,0.00,18.50
18384,0.26,4420,0.00,0.00,14.70,16.00,75,2,-9.29,2.06,0.00,0.00,18.50
18437,0.26,4420,0.00,0.00,14.70,16.00,75,2,-9.29,2.04,0.00,0.00,18.50
18489,0.26,4298,0.00,0.00,14.70,16.00,75,2,-9.29,2.04,0.00,0.00,18.50
18542,0.26,4185,0.00,0.00,14.70,16.00,75,2,-9.14,2.02,0.00,0.00,18.50
18596,0.26,4105,0.00,0.00,14.70,16.00,75,2,-9.14,2.00,0.00,0.00,18.50
18648,0.26,4030,0.00,0.00,14.70,16.00,75,2,-9.00,2.00,0.00,0.00,18.50
18700,0.26,4030,0.00,0.00,14.70,16.00,75,2,-8.85,1.98,0.00,0.00,18.50
18753,0.25,3910,0.00,0.00,14.70,16.00,75,2,-8.85,1.96,0.00,0.00,18.50
18805,0.25,3820,0.00,0.00,14.70,16.00,75,2,-8.85,1.96,0.00,0.00,18.50
18858,0.25,3737,0.00,0.00,14.70,16.00,75,2,-8.85,1.94,0.00,0.00,18.50
18910,0.25,3648,0.00,0.00,14.70,16.00,75,2,-8.71,1.92,0.00,0.00,18.50
18963,0.25,3648,0.00,0.00,14.70,16.00,75,2,-8.71,1.90,0.00,0.00,18.50
19015,0.25,3554,0.00,0.00,14.70,16.00,75,2,-8.71,1.90,0.00,0.00,18.50
19068,0.26,3456,0.00,0.00,14.70,16.00,75,2,-8.56,1.90,0.00,0.00,18.50
19120,0.25,3362,0.00,0.00,14.70,16.00,75,2,-8.56,1.88,0.00,0.00,18.50
19173,0.25,3295,0.00,0.00,14.70,16.00,75,2,-8.71,1.84,0.00,0.00,18.50
19225,0.25,3295,0.00,0.00,14.70,16.00,75,1,-8.71,1.82,0.00,0.00,18.50
19277,0.25,3194,0.00,0.00,14.70,16.00,75,1,-8.71,1.80,0.00,0.00,18.50
19330,0.24,3124,0.00,0.00,14.70,16.00,75,1,-8.71,1.80,0.00,0.00,18.50
