Time (msec),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),Ignition Total Timing (degrees),Intake Air Temperature (F),Intake VVT Advance Angle Left (degrees),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
16917,1.14,4430,0,0,12.12,25,79,2,2.03,3.2,21.57,41.57,18.5
16970,1.26,4071,0,0,12.32,25,79,2,2.9,3.2,26.67,46.27,18.5
17023,1.31,4059,0,0,12.54,27.5,79,2,2.9,3.16,32.55,52.55,18.5
17076,1.29,3611,0,0,12.91,25.5,79,2,3.77,3.04,38.04,56.47,18.5
17128,1.27,3667,0,0,12.81,26,79,2,4.06,3,38.04,64.31,18.5
17181,1.31,3729,0,0,12.55,26,79,5,4.06,3.08,41.57,65.49,14.2
17233,1.32,3634,0,0,12.71,26,79,5,4.5,3.06,41.96,65.49,14.2
17286,1.33,3588,0,0,12.67,26,79,5,4.5,3.06,43.53,68.24,14.2
17338,1.36,3716,0,0,12.5,26,79,6,4.64,3.1,45.49,70.98,13.5
17392,1.38,3666,0,0,12.53,25,79,8,4.93,3.12,45.49,72.16,13.5
17444,1.42,3714,0,0,12.33,24.5,79,10,5.08,3.14,47.06,77.25,13
17496,1.46,3696,0,0,12.25,23.5,79,9,5.37,3.18,69.8,82.75,13
17548,1.48,3654,0,0,12.27,23.5,79,9,5.37,3.18,87.84,85.88,13
17601,1.53,3718,0,0,12.12,22.5,79,12,5.51,3.2,100,91.37,12.2
17653,1.56,3722,0,0,12.06,22,79,13,5.8,3.24,100,94.51,12.2
17706,1.6,3714,0,0,11.97,21,79,13,6.09,3.24,100,95.29,12.2
17759,1.61,3728,0,0,12.07,21,79,11,6.38,3.24,100,95.29,11.9
17812,1.61,3720,0,0,12.08,21,79,11,6.38,3.24,100,95.29,11.9
17864,1.61,3720,0,0,12.08,20.5,79,6,6.67,3.24,100,95.29,11.9
17916,1.61,3750,0,0,12.1,21,79,6,6.82,3.24,100,95.29,11.2
17969,1.63,3746,0,0,12.07,20.5,79,9,6.96,3.28,100,95.29,11.2
18021,1.66,3767,0,0,11.91,20,79,11,7.11,3.32,100,95.29,11.2
18074,1.67,3718,0,0,11.94,20,79,11,7.11,3.32,100,95.69,11.3
18126,1.69,3782,0,0,11.98,20,79,11,7.4,3.3,100,95.29,11.3
18179,1.69,3809,0,0,11.97,20,79,10,7.55,3.32,100,95.29,11.3
18231,1.69,3805,0,0,11.97,19.5,79,10,7.84,3.32,100,95.69,11.3
18284,1.71,3809,0,0,11.89,19.5,79,10,7.98,3.34,100,95.29,11.3
18336,1.73,3811,0,0,11.87,19.5,79,10,7.98,3.34,100,95.29,11.3
18390,1.74,3811,0,0,11.91,19,79,11,8.13,3.36,100,95.69,11.1
18442,1.76,3822,0,0,11.78,19,79,11,8.42,3.38,100,95.69,11.1
18496,1.78,3854,0,0,11.73,18.5,79,14,8.56,3.38,100,95.69,11.1
18547,1.8,3864,0,0,11.79,18,79,11,8.71,3.4,100,96.47,11.3
18600,1.78,3850,0,0,11.89,18,79,11,8.71,3.4,100,98.82,11.3
18651,1.79,3850,0,0,11.76,18,79,8,8.85,3.38,100,100,11.3
18705,1.82,3874,0,0,11.68,18,79,10,9,3.4,100,100,10.9
18757,1.83,3874,0,0,11.74,17.5,79,8,9.14,3.44,100,100,10.9
18810,1.83,3910,0,0,11.74,17.5,79,9,9.29,3.42,100,100,10.9
18863,1.85,3896,0,0,11.71,17.5,79,9,9.43,3.42,100,100,10.9
18915,1.88,3896,0,0,11.52,17.5,79,11,9.43,3.44,100,100,10.9
18968,1.89,3918,0,0,11.59,17.5,79,13,9.58,3.48,100,100,10.9
19020,1.91,3930,0,0,11.58,17.5,79,13,9.72,3.46,100,100,11
19074,1.91,3949,0,0,11.57,17.5,79,10,9.87,3.46,100,100,11
19126,1.9,3941,0,0,11.63,17.5,79,10,9.87,3.46,44.31,72.94,11
19179,1.8,3941,0,0,11.97,17.5,79,11,9.87,3.46,3.92,34.12,10.7
19231,1.3,3941,0,0,17.08,17.5,79,14,7.55,3.22,3.92,0,10.7
19284,1.06,3782,0,0,12.95,26,79,18,-1.31,2.78,0,0,10.7
19336,0.85,3786,0,0,15.47,33,79,16,-3.34,2.06,0,0,10
19389,0.67,3799,0,0,16.34,33,79,16,-4.79,2.06,0,0,10
19441,0.7,3799,0,0,14.26,29.5,79,11,-4.79,1.94,0,0,10
19494,0.68,3858,0,0,12.24,27.5,79,6,-5.66,2.06,0,0,11.5
19546,0.64,3912,0,0,14.56,25,79,4,-6.24,2.22,0,0,11.5
19600,0.52,3888,0,0,17.18,22.5,79,2,-6.67,1.98,0,0,11.5
19652,0.52,3799,0,0,15.53,22.5,79,2,-6.82,1.98,0,0,11.2
19704,0.53,3837,0,0,13.22,20,79,2,-6.82,2.08,0,0,11.2
19758,0.56,3709,0,0,12.35,17.5,79,1,-6.82,2.1,0,0,11.2
19810,0.53,3620,0,0,13.96,28,79,1,-6.82,2.04,0,0,18.5
19863,0.47,3529,0,0,16.56,28,79,1,-6.67,1.9,0,0.78,18.5
19916,0.46,3431,0,0,16.32,28,79,1,-6.67,1.9,0,0.78,18.5
19969,0.45,3422,0,0,15.59,28,79,1,-6.67,1.88,0,1.96,18.5
20021,0.46,3294,0,0,14.22,30.5,79,1,-6.38,1.96,0,2.75,18.5
20074,0.46,3284,0,0,12.65,33,79,3,-6.24,2.02,0,2.75,18.5
20125,0.46,3163,0,0,13.17,36,79,6,-6.38,2.16,0,3.14,18.5
20179,0.46,3018,0,0,13.61,36,79,6,-6.24,2.16,0,3.14,18.5
20231,0.44,3060,0,0,15.99,39,79,11,-6.24,2.3,0,3.14,18.5
20283,0.4,2932,0,0,16.42,39.5,79,12,-6.38,2.32,0,3.14,14.8
20336,0.4,2998,0,0,15.02,39.5,79,11,-6.53,2.28,0,3.14,14.8
20388,0.41,2933,0,0,13.1,40,79,11,-6.67,2.24,0,1.96,14.8
20441,0.4,2977,0,0,12.95,40,79,11,-7.11,2.24,0,0,13.7
20493,0.37,2969,0,0,12.82,39.5,79,11,-7.11,2.08,0,0,13.7
20547,0.37,2969,0,0,13.26,38,79,8,-7.11,1.96,0,0,13.7
20599,0.35,2941,0,0,15.13,36.5,79,5,-7.25,1.8,0,0,14
20651,0.34,2926,0,0,15.85,35,79,3,-7.55,1.68,0,0,14
20704,0.32,2919,0,0,16.11,33.5,79,1,-7.69,1.68,0,0,14
